,GeneID,Chr,FeatureType,Product,meanDiversity,StDev,ChangesSum.866,ChangesSum.942,ChangesSum.900,ChangesSum.IXa,SNPs.866,SNPs.942,SNPs.900,SNPs.IXa,AmSNPs.866,AmSNPs.942,AmSNPs.900,AmSNPs.IXa,INS.866,INS.942,INS.900,INS.IXa,DEL.866,DEL.942,DEL.900,DEL.IXa
1655,CTYZ_00001992,Ctyz_4,CDS,Armadillo-type fold containing protein,2.75,0.96,2,4,2,3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,CTYZ_00001993,Ctyz_4,CDS,Vacuolar fusion protein Mon1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,CTYZ_00001995,Ctyz_4,CDS,Vacuolar protein sorting-associated protein 35,2.33,0.58,2,3,NA,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,CTYZ_00001997,Ctyz_4,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,CTYZ_00001999,Ctyz_4,CDS,NA,2,1.41,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1660,CTYZ_00002000,Ctyz_4,CDS,Uncharacterized protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,CTYZ_00002001,Ctyz_4,CDS,Tubulin-specific chaperone C,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,CTYZ_00002002,Ctyz_4,CDS,Uncharacterized protein,3,3.37,1,2,8,1,1,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,CTYZ_00002003,Ctyz_4,CDS,Uncharacterized protein,3.5,1.91,5,3,1,5,5,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,CTYZ_00002004,Ctyz_4,CDS,Uncharacterized protein,1.75,0.96,1,3,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,CTYZ_00002007,Ctyz_4,CDS,Uncharacterized protein,4.5,2.65,6,4,1,7,6,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,CTYZ_00002008,Ctyz_4,CDS,NA,2,1,NA,3,2,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,CTYZ_00002009,Ctyz_4,CDS,Uncharacterized protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,CTYZ_00002010,Ctyz_4,CDS,ClpA/B family/26S proteasome subunit P45,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,CTYZ_00002011,Ctyz_4,CDS,NA,1.5,0.71,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
1670,CTYZ_00002013,Ctyz_4,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,CTYZ_00002014,Ctyz_4,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,CTYZ_00002015,Ctyz_4,CDS,WD40 repeat-containing protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,CTYZ_00002017,Ctyz_4,CDS,Oxysterol-binding/PH domain containing protein,1.33,0.58,2,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,CTYZ_00002018,Ctyz_4,CDS,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,CTYZ_00002019,Ctyz_4,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,CTYZ_00002020,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,CTYZ_00002021,Ctyz_4,CDS,Uncharacterized protein,1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,CTYZ_00002022,Ctyz_4,CDS,Uncharacterized protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,CTYZ_00002023,Ctyz_4,CDS,Nucleic acid-binding OB-fold-containing protein,2.25,0.96,2,3,1,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,CTYZ_00002025,Ctyz_4,CDS,Phosphatidylinositol 3- and 4-kinase/PIK-related kinase,11.25,9.98,26,7,4,8,14,7,3,8,NA,NA,NA,NA,9,NA,NA,NA,3,NA,1,NA
1681,CTYZ_00002026,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,CTYZ_00002027,Ctyz_4,CDS,Sec7 domain containing protein,4,2.71,3,8,3,2,1,7,2,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA
1683,CTYZ_00002029,Ctyz_4,CDS,NADPH-cytochrome p450 reductase,1.67,0.58,2,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1684,CTYZ_00002031,Ctyz_4,CDS,p-type Atpase,2.25,1.26,2,4,2,1,1,3,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
1685,CTYZ_00002032,Ctyz_4,CDS,Uncharacterized protein,2.25,1.26,1,4,2,2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,CTYZ_00002033,Ctyz_4,CDS,Brix domain containing protein,1.25,0.5,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,CTYZ_00002034,Ctyz_4,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,CTYZ_00002036,Ctyz_4,CDS,Amino acid transporter,1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,CTYZ_00002037,Ctyz_4,CDS,DnaJ domain containing protein,2,0,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,CTYZ_00002039,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,CTYZ_00002040,Ctyz_4,CDS,Uncharacterized protein,1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,CTYZ_00002041,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,CTYZ_00002044,Ctyz_4,CDS,DnaJ domain containing protein,1.75,1.5,1,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,CTYZ_00002045,Ctyz_4,CDS,Uncharacterized protein,2.5,1.29,3,4,1,2,2,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1695,CTYZ_00002046,Ctyz_4,CDS,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,CTYZ_00002047,Ctyz_4,CDS,sugar transporter-like protein,1,0,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,CTYZ_00002048,Ctyz_4,CDS,Uncharacterized protein,3.33,2.08,5,1,NA,4,4,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1698,CTYZ_00002050,Ctyz_4,CDS,Uncharacterized protein,2.25,1.26,2,2,1,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1
1699,CTYZ_00002051,Ctyz_4,CDS,Polyketide synthase,19,8.72,16,32,14,14,14,31,13,14,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA
1700,CTYZ_00002052,Ctyz_4,CDS,Peptidase M24,3.5,1.73,4,5,1,4,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,CTYZ_00002053,Ctyz_4,CDS,Uncharacterized protein,1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,CTYZ_00002054,Ctyz_4,CDS,Vacuolar sorting protein VPS52/suppressor of actin Sac2-family protein,2,0.82,2,1,2,3,2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1703,CTYZ_00002055,Ctyz_4,tRNA,tRNA-Val,1.5,0.71,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1704,CTYZ_00002057,Ctyz_4,CDS,AP2/ERF domain containing protein,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,CTYZ_00002058,Ctyz_4,CDS,ERCC4/XP-G-type excision repair nuclease,2.25,0.5,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,CTYZ_00002059,Ctyz_4,CDS,RAD1[comma] NH2 terminal ERCC4-like helicase domain containing protein,1.67,0.58,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1707,CTYZ_00002062,Ctyz_4,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,CTYZ_00002063,Ctyz_4,CDS,NA,2,1.41,NA,3,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1709,CTYZ_00002064,Ctyz_4,CDS,Dbp1p[comma] eIF4a-1 family RNA SFII helicase (DEXDC+HELICc),1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,CTYZ_00002065,Ctyz_4,CDS,Uncharacterized protein,2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,CTYZ_00002066,Ctyz_4,CDS,Alpha/Beta hydrolase fold containing protein,2.33,1.53,1,4,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1712,CTYZ_00002067,Ctyz_4,CDS,NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,CTYZ_00002069,Ctyz_4,CDS,NA,1.67,1.15,NA,3,1,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,CTYZ_00002070,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1715,CTYZ_00002072,Ctyz_4,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,CTYZ_00002073,Ctyz_4,CDS,Oocyst wall protein 6,2.33,1.15,3,3,NA,1,1,3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1717,CTYZ_00002074,Ctyz_4,CDS,Adenylyl cyclase class-3/4/guanylyl cyclase,2.25,1.26,2,4,1,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,CTYZ_00002075,Ctyz_4,CDS,Sugar phosphate transporter domain containing protein,2,1.41,1,4,1,2,1,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1719,CTYZ_00002076,Ctyz_4,CDS,Glycosyl transferase ALG6/ALG8,3,0,3,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1720,CTYZ_00002078,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,CTYZ_00002079,Ctyz_4,CDS,Cullin family,1.75,0.96,1,3,2,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,CTYZ_00002080,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,CTYZ_00002081,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
1724,CTYZ_00002082,Ctyz_4,CDS,NA,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,CTYZ_00002084,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,CTYZ_00002085,Ctyz_4,CDS,RNA polymerase Rpb3/Rpb11 dimerization domain containing protein,1.5,0.71,1,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,CTYZ_00002086,Ctyz_4,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,CTYZ_00002088,Ctyz_4,CDS,Protein kinase-like domain containing protein,1.33,0.58,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,CTYZ_00002089,Ctyz_4,CDS,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,CTYZ_00002090,Ctyz_4,CDS,tRNA (guanine(26)-N(2))-dimethyltransferase,2.67,2.08,1,5,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
1731,CTYZ_00002092,Ctyz_4,CDS,Hsp70 protein,2.67,0.58,3,2,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,CTYZ_00002093,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,CTYZ_00002094,Ctyz_4,CDS,Articulin family protein/adjacent paralogous protein,1.67,1.15,3,1,NA,1,1,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1734,CTYZ_00002095,Ctyz_4,CDS,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,CTYZ_00002096,Ctyz_4,CDS,Phosphoacetylglucosamine mutase,1.5,0.71,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,CTYZ_00002097,Ctyz_4,CDS,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,CTYZ_00002098,Ctyz_4,CDS,Nucleolar complex-associated protein 3,2.75,0.5,3,3,3,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,CTYZ_00002099,Ctyz_4,CDS,Protein kinase/EF-hand domain containing protein,1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,CTYZ_00002100,Ctyz_4,CDS,NA,4,0,NA,4,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1740,CTYZ_00002101,Ctyz_4,CDS,NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,CTYZ_00002103,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,CTYZ_00002105,Ctyz_4,CDS,Neutral sphingomyelinase activation associated factor-like BEACH domain containing protein,3.5,2.08,6,4,1,3,6,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,CTYZ_00002106,Ctyz_4,CDS,AMP-dependent synthetase/ligase,2.25,0.96,3,2,1,3,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,CTYZ_00002107,Ctyz_4,CDS,RNA recognition motif/WW domain containing protein,2.67,1.53,4,3,NA,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,CTYZ_00002108,Ctyz_4,CDS,Vps53-like domain-containing protein,1.75,0.5,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,CTYZ_00002109,Ctyz_4,CDS,Uncharacterized protein,6,2.94,6,9,2,7,6,9,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,CTYZ_00002110,Ctyz_4,CDS,Uncharacterized protein,1.75,1.5,4,1,1,1,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1748,CTYZ_00002111,Ctyz_4,CDS,Uncharacterized protein,18.25,10.56,21,32,9,11,21,31,9,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1749,CTYZ_00002112,Ctyz_4,CDS,Uncharacterized protein,2.75,1.71,3,1,2,5,2,1,1,5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
1750,CTYZ_00002113,Ctyz_4,CDS,Uncharacterized protein,2.67,0.58,3,3,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1
1751,CTYZ_00002114,Ctyz_4,CDS,Uncharacterized protein,3,1,3,4,NA,2,1,4,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1752,CTYZ_00002115,Ctyz_4,CDS,Uncharacterized protein,8,2.83,8,10,4,10,6,10,4,9,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
1753,CTYZ_00002116,Ctyz_4,CDS,Uncharacterized protein,5.5,0.71,5,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,CTYZ_00002117,Ctyz_4,CDS,Uncharacterized protein,1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,CTYZ_00002118,Ctyz_4,CDS,Uncharacterized protein,31.75,22.43,40,26,4,57,38,23,4,52,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,3
1756,CTYZ_00002119,Ctyz_4,CDS,Uncharacterized protein,19,16.67,37,8,2,29,37,8,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,CTYZ_00002120,Ctyz_4,CDS,Uncharacterized protein,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,CTYZ_00002121,Ctyz_4,CDS,Secreted Kazal domain-containing protein,3.75,1.89,4,5,1,5,2,5,1,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1759,CTYZ_00002122,Ctyz_4,CDS,Secreted Kazal domain-containing protein,5,1.41,5,6,3,6,5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1760,CTYZ_00002123,Ctyz_4,CDS,Uncharacterized protein,4.25,3.2,7,2,1,7,6,2,1,6,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
1761,CTYZ_00002124,Ctyz_4,CDS,Protein kinase-like domain containing protein,2.75,0.96,2,4,3,2,2,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA
1762,CTYZ_00002125,Ctyz_4,CDS,Protein kinase-like domain containing protein,11,1,10,11,NA,12,9,11,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1763,CTYZ_00002126,Ctyz_4,CDS,Uncharacterized protein,3,2.65,2,6,NA,1,1,6,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1764,CTYZ_00002127,Ctyz_4,CDS,Uncharacterized protein,3,1,4,3,NA,2,2,3,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1765,CTYZ_00002128,Ctyz_4,CDS,Uncharacterized protein,7,4.97,5,10,1,12,5,10,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,CTYZ_00002129,Ctyz_4,CDS,Immunodominant antigen,2,1,1,2,NA,3,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1767,CTYZ_00002130,Ctyz_4,CDS,Uncharacterized protein,18.25,12.58,15,22,3,33,12,19,3,26,NA,NA,NA,NA,1,2,NA,4,2,1,NA,3
1768,CTYZ_00002131,Ctyz_4,CDS,Uncharacterized protein,8.5,4.43,12,10,2,10,12,10,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,CTYZ_00002132,Ctyz_4,CDS,Uncharacterized protein,11.25,8.18,9,9,4,23,9,9,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,CTYZ_00002133,Ctyz_4,CDS,Uncharacterized protein,19,10.71,21,31,5,19,21,30,5,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
1771,CTYZ_00002134,Ctyz_4,CDS,Uncharacterized protein,7.75,5.44,6,8,2,15,6,7,2,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2
1772,CTYZ_00002135,Ctyz_4,CDS,NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,CTYZ_00002136,Ctyz_4,CDS,Large glycine-rich repeat low complexity protein,19,15.25,1,24,14,37,1,19,13,34,NA,NA,NA,NA,NA,2,NA,3,NA,3,1,NA
1774,CTYZ_00002137,Ctyz_4,CDS,Large glycine-rich repeat low complexity protein,7.75,7.8,3,19,2,7,2,14,2,7,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA
1775,CTYZ_00002138,Ctyz_4,CDS,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,CTYZ_00002139,Ctyz_4,CDS,Ser/Thr protein kinase,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,CTYZ_00002140,Ctyz_4,CDS,Uncharacterized protein,2,1,1,2,3,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,CTYZ_00002142,Ctyz_4,CDS,BCNT-C domain containing protein,1.67,1.15,1,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
1779,CTYZ_00002144,Ctyz_4,CDS,NA,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,CTYZ_00002145,Ctyz_4,CDS,Uncharacterized protein,9.25,4.03,9,15,6,7,9,15,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,CTYZ_00002146,Ctyz_4,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,CTYZ_00002147,Ctyz_4,CDS,Eukaryotic translation initiation factor 3 subunit C,3.5,1.73,4,5,1,4,2,3,1,2,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA
1783,CTYZ_00002149,Ctyz_4,CDS,Uncharacterized protein,2.5,0.58,2,3,3,2,1,2,2,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1
1784,CTYZ_00002150,Ctyz_4,CDS,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,CTYZ_00002151,Ctyz_4,CDS,transcription factor IIE alpha subunit,1.5,0.71,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1786,CTYZ_00002152,Ctyz_4,CDS,Uncharacterized protein,3.25,2.22,1,6,2,4,1,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,CTYZ_00002153,Ctyz_4,CDS,Ankyrin repeat containing protein,7.67,0.58,8,7,NA,8,8,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,CTYZ_00002154,Ctyz_4,CDS,Ankyrin repeat containing protein,6.75,4.35,3,13,5,6,3,13,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,CTYZ_00002155,Ctyz_4,CDS,T-complex protein 1 subunit gamma,1.5,0.58,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,CTYZ_00002156,Ctyz_4,CDS,TCP-1/cpn60 chaperonin,1,0,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
1791,CTYZ_00002157,Ctyz_4,CDS,Uncharacterized protein,6,4.83,13,4,2,5,7,4,2,5,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
1792,CTYZ_00002158,Ctyz_4,CDS,NA,3,2.83,NA,5,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
1793,CTYZ_00002159,Ctyz_4,CDS,Snare region anchored in the vesicle membrane C-terminus,2,1.41,1,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1794,CTYZ_00002160,Ctyz_4,CDS,NA,1,0,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,CTYZ_00002161,Ctyz_4,CDS,Uncharacterized protein,1.5,0.71,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,CTYZ_00002164,Ctyz_4,CDS,Ribosome biogenesis protein BRX1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,CTYZ_00002167,Ctyz_4,CDS,Uncharacterized protein,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
